X,Y,OBJECTID,Business_Category,Business_Name,Address,City,Zip
-13202757.4184578,4051461.05798206,1,Adult Bookstore,A2Z Advocacy consulting,21777 W Ventura Boulevard,Woodland Hills,91364
-13202757.4184578,4051461.05798206,2,Adult Bookstore,A2Z educational Tutoring,21777 W Ventura Boulevard,Woodland Hills,91364
-13154313.7265297,4033303.89651754,3,Adult Bookstore,ABC TONY DONUTS,4555 E 3rd Street,Los Angeles,90022
-13169311.625994,4014275.71990289,4,Adult Bookstore,Black pearls united,1455 W Redondo Beach Boulevard,Gardena,90247
-13195393.6548793,4086184.97166985,5,Adult Bookstore,Dmga group,22960 Newhall Ranch Road,Santa Clarita,91350
-13200013.4062142,4088124.43772097,6,Adult Bookstore,Dmga group,28253 Newhall Ranch Road,Valencia,91355
-13190968.6360687,4085470.30678483,7,Adult Bookstore,FUN ZONE GIFTS                ,20615-17 SOLEDAD CYN RD   ,Canyon Country,91351
-13191013.6062994,4085512.14283274,8,Adult Bookstore,In Crowd Inc.,20615 Soledad Canyon Road,Canyon Country,91351
-13191028.128723,4085502.76300574,9,Adult Bookstore,In Crowd Inc.,20617 Soledad Canyon Road,Canyon Country,91351
-13182530.1301446,4062305.25284754,10,Adult Bookstore,Ruiz Demo & Excavating inc,9863 N Rincon Avenue,Pacoima,91331
-13153671.5675861,4031691.58014305,11,Adult Bookstore,The Society of St. Paul A Religious Corporation,5003 Whittier Boulevard,Los Angeles,90022
-13164120.6862078,4025442.4083121,12,Adult Cabaret,Am mini market and smoke shop,1133 E Florence Avenue,Los Angeles,90001
-13168979.8971832,4008753.39257732,13,Adult Cabaret,MIDNIGHT SUN ENTERPRISES INC,19900 Normandie Avenue,Torrance,90502
-13223449.3493872,4043535.35427244,14,Adult Cabaret,Test,30354 Mulholland Highway,Agoura Hills,91301
-13179139.1476476,4028980.02544795,15,Adult Theatre,DEVINE ENTERTAINMENT,10785 Northgate Street,Culver City,90230
-13176460.5933138,4055843.1062268,16,Air Ambulance (Aircraft) ,REACH AIR MEDICAL SERVICES    ,10676   SHERMAN WAY     ,BURBANK                ,91505
-13152405.5783066,4121863.14675745,17,Air Ambulance Operator ,AMR                           ,1055 W Avenue J ,Lancaster,93534
-13128782.5388464,4043230.09431068,18,Air Ambulance Operator ,"FIRST RESCUE AMBULANCE, INC.",15705 Arrow Highway,Irwindale,91706
-13188590.4087314,4057274.26535031,19,Ambulance Operator ,ALL TOWN AMBULANCE            ,7755   HASKELL AVE     ,VAN NUYS               ,91406
-13188590.4087314,4057274.26535031,20,Ambulance Operator ,ALL TOWN AMBULANCE LLC,7755 N Haskell Avenue,Van Nuys,91406
-13185644.9336149,4054543.82725209,21,Ambulance Operator ,AMBULIFE AMBULANCE,6644 1/2 N Van Nuys Boulevard,Van Nuys,91405
-13166752.7109702,4014656.40938205,22,Ambulance Operator ,AMBUSERVE,15105 S Broadway ,Gardena,90248
-13191620.5516135,4055873.31086248,23,Ambulance Operator ,AMERICAN PROFESSIONAL,16945 W Sherman Way,Van Nuys,91406
-13152405.5783066,4121863.14675745,24,Ambulance Operator ,AMR,1055 W Avenue J ,Lancaster,93534
-13182642.2982287,4056793.94601553,25,Ambulance Operator ,AMWEST AMBULANCE,13257 W Saticoy Street,North Hollywood,91605
-13148929.6145262,4117186.60604495,26,Ambulance Operator ,ANTELOPE AMBULANCE SERVICES,42540 N 6th Street,Lancaster,93535
-13140549.3379924,4035084.89743026,27,Ambulance Operator ,CAL-MED AMBULANCE,1557 Santa Anita Avenue,South El Monte,91733
,,28,Ambulance Operator ,CARE AMBULANCE SERVICE,1517 BRADEN Court,Orange,92868
-13173117.8586564,4054684.58247686,29,Ambulance Operator ,"CITYWIDE AMBULANCE, LLC       ",2019   N LINCOLN ST     ,BURBANK                ,91504
-13153617.7555486,4029778.28529106,30,Ambulance Operator ,"CITYWIDE AMBULANCE, LLC",2128 S ATLANTIC Boulevard,COMMERCE,90040
-13157310.2681711,4000492.01803846,31,Ambulance Operator ,COLLEGE COASTAL CARE,1745 Pacific Avenue,Long Beach,90813
,,32,Ambulance Operator ,DIBIASSI CORPORATION,1801 ORANGE TREE Lane,REDLANDS,92374
-13150851.3275062,4028825.14297329,33,Ambulance Operator ,EASTWESTPROTO INC,6605 E Washington Boulevard,Los Angeles,90040
,,34,Ambulance Operator ,EMERGENCY AMBULANCE SERVICE,3200 E BIRCH Street,Brea,92821
-13159321.0232367,4014843.34708483,35,Ambulance Operator ,EXPLORER-1 AMBULANCE & MEDICAL,1040 E COMPTON Boulevard,COMPTON,90221
-13169688.5784112,4009820.66399183,36,Ambulance Operator ,Fiesta Taxi-Elizabeth Hernandez,1515 W 190Th Street,Gardena,90248
,,37,Ambulance Operator ,FILYN CORPORATION,2950 E LA JOLLA Street,Anaheim,92806
-13184225.7305708,4057100.71799498,38,Ambulance Operator ,FIRSTMED AMBULANCE SERVICES   ,13915   SATICOY ST     ,PANORAMA CITY          ,91402
-13184225.7305708,4057100.71799498,39,Ambulance Operator ,FIRSTMED AMBULANCE SERVICES,13915 W Saticoy Street,Panorama City,91402
-13123168.0400141,4039243.86398483,40,Ambulance Operator ,GENTLE RIDE,657 S 2nd Avenue,Covina,91723
-13138843.1380215,4035102.22424897,41,Ambulance Operator ,GUARDIAN AMBULANCE SERVICE,12121 Barringer Street,South El Monte,91733
-13179123.920721,4036145.23708947,42,Ambulance Operator ,HATZOLAH OF LAS ANGELES,1417 S Doheny Drive,Los Angeles,90035
-13136609.2965942,4042561.05295501,43,Ambulance Operator ,HEART AMBULANCE CORPORATION,11629 CLARK ST ,Arcadia,91006
,,44,Ambulance Operator ,HORIZON OC. LLC,1920 E KATELLA Avenue,Orange,92867
-13141457.0012313,4024259.51917288,45,Ambulance Operator ,"JOURNEY VIA GURNEY, LLC",8116 Byron Road,Whittier,90606
,,46,Ambulance Operator ,LYNCH AMBULANCE               ,2950   E LA JOLLA ST     ,ANAHEIM                ,92806
-13184774.535556,4067155.18705753,47,Ambulance Operator ,MAURAN AMBULANCE SERVICE,1211 1st Street,San Fernando,91340
-13162984.8430747,4011419.64810207,48,Ambulance Operator ,MED REACH INC.,1303 Kona Drive,Compton,90220
-13162984.8430747,4011419.64810207,49,Ambulance Operator ,"MED REACH, INC                ",1303   KONA DRIVE     ,COMPTON                ,90220
-13141389.0946133,4038384.05177221,50,Ambulance Operator ,"MEDRESPONSE, LLC",9961 Baldwin Place,El Monte,91731
-13153016.8104559,4033036.35335265,51,Ambulance Operator ,"MEDTRANS, INC.",345 S Woods Avenue,Los Angeles,90022
-13167942.3951101,4009954.33917157,52,Ambulance Operator ,MERCURY AMBULANCE SERVICES LLC,879 W 190Th Street,Gardena,90248
,,53,Ambulance Operator ,PREMIER MEDICAL TRANSPORT,260 N PALM Street,Brea,92821
-13187726.9962832,4060154.82340759,54,Ambulance Operator ,PRN AMBULANCE INC.,8928 N Sepulveda Boulevard,North Hills,91343
-13135057.2351142,4039613.08085454,55,Ambulance Operator ,RESCUE SERVICES INTERNATIONAL,12806 Schabarum Ave ,Irwindale,91706
-13135057.2351142,4039613.08085454,56,Ambulance Operator ,RESCUE SERVICES INTERNATIONAL,12806 SCHBARUM Avenue,IRWINDALE,91706
-13163289.6263087,4044546.80651125,57,Ambulance Operator ,ROYALTY AMBULANCE SERVICES INC,3235 San Fernando Road,Los Angeles,90065
,,58,Ambulance Operator ,SYMONS EMERGENCY SPECIALTIES,1801 ORANGE TREE Lane,REDLANDS,92374
,,59,Ambulance Operator ,VIEWPOINT AMBULANCE INC.,1341 N MILLER Street,ANAHEIM,92806
-13165362.0515987,4046889.25652942,60,Ambulance Operator ,"VITAL CARE AMBULANCE, INC.",4509 N Alger Street,Los Angeles,90039
-13173605.4864684,4055342.00866685,61,Ambulance Operator ,WEST COAST AMBULANCE,2819 Burton Avenue,Burbank,91504
-13172141.7195039,4016050.20924289,62,Ambulance Operator ,WESTMED AMBULANCE INC.,13933 S Crenshaw Boulevard,Hawthorne,90250
-13169177.0710234,4016405.77601154,63,Ambulance Operator ,ZOOM MEDICAL TRANSPORTATION,13615 S Normandie Avenue,Gardena,90249
-13188590.4087314,4057274.26535031,64,Ambulance Vehicle ,ALL TOWN AMBULANCE LLC,7755 N Haskell Avenue,Van Nuys,91406
-13185644.9336149,4054543.82725209,65,Ambulance Vehicle ,AMBULIFE AMBULANCE,6644 1/2 N Van Nuys Boulevard,Van Nuys,91405
-13185644.9336149,4054543.82725209,66,Ambulance Vehicle ,Ambulife Ambulance Inc,6644 1/2 N Van Nuys Boulevard,Van Nuys,91405
-13166752.7109702,4014656.40938205,67,Ambulance Vehicle ,AMBUSERVE,15105 S Broadway ,Gardena,90248
-13191620.5516135,4055873.31086248,68,Ambulance Vehicle ,AMERICAN PROFESSIONAL,16945 W Sherman Way,Van Nuys,91406
-13152405.5783066,4121863.14675745,69,Ambulance Vehicle ,AMR,1055 W Avenue J ,Lancaster,93534
-13182642.2982287,4056793.94601553,70,Ambulance Vehicle ,AMWEST AMBULANCE,13257 W Saticoy Street,North Hollywood,91605
-13148929.6145262,4117186.60604495,71,Ambulance Vehicle ,ANTELOPE AMBULANCE SERVICES,42540 N 6th Street,Lancaster,93535
-13140549.3379924,4035084.89743026,72,Ambulance Vehicle ,CAL-MED AMBULANCE             ,1557   SANTA ANITA AVE   ,SOUTH EL MONTE         ,91733
-13140549.3379924,4035084.89743026,73,Ambulance Vehicle ,CAL-MED AMBULANCE,1557 Santa Anita Avenue,South El Monte,91733
,,74,Ambulance Vehicle ,CARE AMBULANCE SERVICE,1517 BRADEN Court,Orange,92868
-13153617.7555486,4029778.28529106,75,Ambulance Vehicle ,"CITYWIDE AMBULANCE, LLC",2128 S ATLANTIC Boulevard,COMMERCE,90040
-13157310.2681711,4000492.01803846,76,Ambulance Vehicle ,COLLEGE COASTAL CARE,1745 Pacific Avenue,Long Beach,90813
,,77,Ambulance Vehicle ,DIBIASSI CORPORATION,1801 ORANGE TREE Lane,REDLANDS,92374
-13150851.3275062,4028825.14297329,78,Ambulance Vehicle ,EASTWESTPROTO INC,6605 E Washington Boulevard,Los Angeles,90040
,,79,Ambulance Vehicle ,EMERGENCY AMBULANCE SERVICE,3200 E BIRCH Street,Brea,92821
-13159321.0232367,4014843.34708483,80,Ambulance Vehicle ,EXPLORER-1 AMBULANCE & MEDICAL,1040 E COMPTON Boulevard,COMPTON,90221
,,81,Ambulance Vehicle ,FILYN CORPORATION,2950 E LA JOLLA Street,Anaheim,92806
-13128782.5388464,4043230.09431068,82,Ambulance Vehicle ,"FIRST RESCUE AMBULANCE, INC.",15705 Arrow Highway,Irwindale,91706
-13184225.7305708,4057100.71799498,83,Ambulance Vehicle ,FIRSTMED AMBULANCE SERVICES,13915 W Saticoy Street,Panorama City,91402
-13123168.0400141,4039243.86398483,84,Ambulance Vehicle ,GENTLE RIDE,657 S 2nd Avenue,Covina,91723
-13138843.1380215,4035102.22424897,85,Ambulance Vehicle ,GUARDIAN AMBULANCE SERVICE,12121 Barringer Street,South El Monte,91733
-13136609.2965942,4042561.05295501,86,Ambulance Vehicle ,HEART AMBULANCE CORPORATION,11629 CLARK ST ,Arcadia,91006
,,87,Ambulance Vehicle ,HORIZON OC. LLC,1920 E KATELLA Avenue,Orange,92867
-13141457.0012313,4024259.51917288,88,Ambulance Vehicle ,"JOURNEY VIA GURNEY, LLC",8116 Byron Road,Whittier,90606
-13184774.535556,4067155.18705753,89,Ambulance Vehicle ,MAURAN AMBULANCE SERVICE,1211 1st Street,San Fernando,91340
-13162984.8430747,4011419.64810207,90,Ambulance Vehicle ,MED REACH INC.,1303 Kona Drive,Compton,90220
-13141389.0946133,4038384.05177221,91,Ambulance Vehicle ,"MEDRESPONSE, LLC",9961 Baldwin Place,El Monte,91731
-13153016.8104559,4033036.35335265,92,Ambulance Vehicle ,"MEDTRANS, INC.",345 S Woods Avenue,Los Angeles,90022
-13167942.3951101,4009954.33917157,93,Ambulance Vehicle ,MERCURY AMBULANCE SERVICES LLC,879 W 190Th Street,Gardena,90248
,,94,Ambulance Vehicle ,PREMIER MEDICAL TRANSPORT,260 N PALM Street,Brea,92821
-13187726.9962832,4060154.82340759,95,Ambulance Vehicle ,PRN AMBULANCE INC.,8928 N Sepulveda Boulevard,North Hills,91343
-13135057.2351142,4039613.08085454,96,Ambulance Vehicle ,RESCUE SERVICES INTERNATIONAL,12806 Schabarum Ave ,Irwindale,91706
-13135057.2351142,4039613.08085454,97,Ambulance Vehicle ,"RESCUE SERVICES INTERNATIONAL, LTD.",12806 SCHABARUM #A Avenue,IRWINDALE,91706
-13163289.6263087,4044546.80651125,98,Ambulance Vehicle ,ROYALTY AMBULANCE SERVICES INC,3235 San Fernando Road,Los Angeles,90065
,,99,Ambulance Vehicle ,SYMONS EMERGENCY SPECIALTIES,1801   ORANGE TREE LANE.  ,REDLANDS               ,92374
,,100,Ambulance Vehicle ,SYMONS EMERGENCY SPECIALTIES,1801 ORANGE TREE Lane,REDLANDS,92374
,,101,Ambulance Vehicle ,VIEWPOINT AMBULANCE INC.,1341 N MILLER Street,ANAHEIM,92806
-13165362.0515987,4046889.25652942,102,Ambulance Vehicle ,"VITAL CARE AMBULANCE, INC.",4509 N Alger Street,Los Angeles,90039
-13173605.4864684,4055342.00866685,103,Ambulance Vehicle ,WEST COAST AMBULANCE,2819 Burton Avenue,Burbank,91504
-13172141.7195039,4016050.20924289,104,Ambulance Vehicle ,WESTMED AMBULANCE INC.,13933 S Crenshaw Boulevard,Hawthorne,90250
-13169177.0710234,4016405.77601154,105,Ambulance Vehicle ,ZOOM MEDICAL TRANSPORTATION,13615 S Normandie Avenue,Gardena,90249
-13168864.5188012,4051994.25083873,106,Ambulette Operator ,AMBIANCE TRANSPORTATION CO LLC,6901 N San Fernando Road,Glendale,91201
-13164950.7544854,4035052.22554099,107,Ambulette Operator ,SMS TRANSPORTATION SERVICES,865 S Figueroa Street,Los Angeles,90017
-13168864.5188012,4051994.25083873,108,Ambulette Vehicle ,AMBIANCE TRANSPORTATION CO LLC,6901 N San Fernando Road,Glendale,91201
-13136609.2965942,4042561.05295501,109,Ambulette Vehicle ,HEART AMBULANCE CORPORATION,11629 CLARK ST ,Arcadia,91006
-13153016.8104559,4033036.35335265,110,Ambulette Vehicle ,"MEDTRANS, INC.",345 S Woods Avenue,Los Angeles,90022
-13164950.7544854,4035052.22554099,111,Ambulette Vehicle ,SMS TRANSPORTATION SERVICES,865 S Figueroa Street,Los Angeles,90017
-13173605.4864684,4055342.00866685,112,Ambulette Vehicle ,WEST COAST AMBULANCE,2819 Burton Avenue,Burbank,91504
-13161170.3817942,4024059.11169122,113,Apartment House 11-15,2439-2443 Palm Place LLC,2439 Palm Place,Huntington Park,90255
-13146979.8622113,4047624.14652468,114,Apartment House 11-15,A & J Apartments LLC,350 S Sierra Madre Boulevard,Pasadena,91107
-13175945.5139288,4020434.04004944,115,Apartment House 11-15,Apartment House 11 - 15,10815 S Inglewood Avenue,Inglewood,90304
-13169402.8571422,4021316.84847002,116,Apartment House 11-15,Calvin J Boutte,1509 W 102nd Street,Los Angeles,90047
-13125166.5863293,4026982.33137874,117,Apartment House 11-15,CAMINO VIEJO APTS             ,1802   CAMINO VIEJO    ,Rowland Heights,91748
-13161161.526235,4057145.85072212,118,Apartment House 11-15,Del Mar Properties LLC,2310 Del Mar Road,Montrose,91020
-13164409.4047902,4043567.76204839,119,Apartment House 11-15,DIVERSIFIED INTEGRATED TS PARTNERS,3004 N Petite Court,Los Angeles,90039
-13194413.9081949,4035058.62913524,120,Apartment House 11-15,DIVERSIFIED INTEGRATED TS PARTNERS,863 N Via De La Paz ,Pacific Palisades,90272
-13150306.8519271,4030272.62882597,121,Apartment House 11-15,Garfield Apartments,1215 S Garfield Avenue,Los Angeles,90022
-13150441.6574652,4054523.00691181,122,Apartment House 11-15,GEORGE KEFALAS                ,737   E PINE        ,ALTADENA               ,91001
-13160592.9319359,4056431.90470411,123,Apartment House 11-15,Greeley Park Place,3819 Park Place,Montrose,91020
-13155720.4950561,4031768.34580929,124,Apartment House 11-15,GREYFOX PROP LLC (PANNU/UPHUS),4300 Verona Street,Los Angeles,90023
-13195859.6281343,4079330.01853978,125,Apartment House 11-15,Hroundas,24611 Valley Street,Newhall,91321
-13150249.4205748,4030260.43033641,126,Apartment House 11-15,"Jay Howard Avirom Trust utd July 10, 1986",1216 S Garfield Avenue,Los Angeles,90022
-13168296.123062,4022021.70288891,127,Apartment House 11-15,Jeanette Gordon,1024 W 95th Street,Los Angeles,90044
-13161991.785956,4018311.84740849,128,Apartment House 11-15,JEFFERY HARRIS,2101 E 122nd Street,Compton,90222
-13169013.5479026,4020729.77587622,129,Apartment House 11-15,John Patsy V. Herron Trust,1330 W 106th Street,Los Angeles,90044
,,130,Apartment House 11-15,L & B REAL ESTATE             ,1116   E -1122 69TH ST    ,Los Angeles,90001
-13146976.6641442,4047753.19729691,131,Apartment House 11-15,LA CADENA GARDEN LLC,288 S Sierra Madre Boulevard,Pasadena,91107
-13168534.6704194,4020612.22584548,132,Apartment House 11-15,LLOYD B WICKER                ,1125   W 107TH ST      ,Los Angeles,90007
-13176206.7827643,4020878.35708107,133,Apartment House 11-15,MA Acquisitions LLC,10501 S Buford Avenue,Inglewood,90304
-13139024.9072348,4021136.61004102,134,Apartment House 11-15,Marko Nikac,14024 Dicky Street,Whittier,90605
-13174212.0427943,4019946.10015854,135,Apartment House 11-15,Michelle Han Trust,11118 S Osage Avenue,Inglewood,90304
-13167513.5748379,4028146.17773626,136,Apartment House 11-15,no red flags rental llc,707 W 52Nd Place,Los Angeles,90037
-13186038.0908879,4084181.2625003,137,Apartment House 11-15,Park Sierra Properties II,18005 Annes Circle,Canyon Country,91387
-13168227.0009953,4019059.08588691,138,Apartment House 11-15,RALPH RAMIREZ                 ,11707  S VERMONT AVE     ,Los Angeles,90044
-13210569.8322561,4033993.89343223,139,Apartment House 11-15,RNR Properties,22816 Pacific Coast Highway,Malibu,90265
-13189897.4207322,4048426.50978921,140,Apartment House 11-15,SOCOL FAMILY ENTERPRISES,4061 Saphire Drive,Encino,91436
-13134457.8785957,4045904.9851177,141,Apartment House 11-15,"STARLIGHT MGMT-17, LP",2021 Mountain Avenue,Duarte,91010
-13134475.2164896,4045910.51239297,142,Apartment House 11-15,"STARLIGHT MGMT-17, LP",2023 Mountain Avenue,Duarte,91010
-13134492.5569034,4045916.04467414,143,Apartment House 11-15,"STARLIGHT MGMT-17, LP",2025 Mountain Avenue,Duarte,91010
-13134510.0300431,4045921.3053298,144,Apartment House 11-15,"STARLIGHT MGMT-17, LP",2027 Mountain Avenue,Duarte,91010
-13134519.9989729,4045893.59662586,145,Apartment House 11-15,"STARLIGHT MGMT-17, LP",2029 Mountain Avenue,Duarte,91010
-13134500.2404018,4045887.17384583,146,Apartment House 11-15,"STARLIGHT MGMT-17, LP",2031 Mountain Avenue,Duarte,91010
-13134444.1889616,4045874.99907132,147,Apartment House 11-15,"STARLIGHT MGMT-17, LP",2031 1/2 Mountain Avenue,Duarte,91010
-13134465.9202079,4045875.67678034,148,Apartment House 11-15,"STARLIGHT MGMT-17, LP",2033 Mountain Avenue,Duarte,91010
-13151206.9723649,4030487.01064373,149,Apartment House 11-15,The Apocalypse LLC,6150 E Olympic Boulevard,Los Angeles,90022
-13133114.3087062,4030655.97387582,150,Apartment House 16+,1151 Turnbull Canyon Road LLC,1151 Turnbull Canyon Road,Hacienda Heights,91745
-13139614.5770292,4018488.51018348,151,Apartment House 16+,"13955 Coteau, LLC",13955 Coteau Drive,Whittier,90604
-13125391.2927811,4026688.12582773,152,Apartment House 16+,1940 Fullerton Road LLC,1940 Fullerton Road,Rowland Heights,91748
-13117745.9040545,4043097.97008745,153,Apartment House 16+,415 Kettering 2004 LLC,21332 E Arrow Highway,Covina,91724
-13143836.4058446,4045029.5307215,154,Apartment House 16+,"6727 Rose Apts, LLC",6727 Rosemead Boulevard,San Gabriel,91775
-13177424.3307273,4025931.44192178,155,Apartment House 16+,"6729 Springpark Partners, LLC",6729 S Springpark Avenue,Los Angeles,90056
-13168342.2742017,4022680.34645229,156,Apartment House 16+,"91st St 11 Unit SLA, LLC",1040 W 91st Street,Los Angeles,90044
-13156456.9511509,4031598.99800917,157,Apartment House 16+,A Community of Friends,1063 S Eastman Avenue,Los Angeles,90023
-13162297.5032579,4017773.44986609,158,Apartment House 16+,A Community of Friends,12612 S Wilmington Avenue,Compton,90222
-13169100.9330384,4023272.06937998,159,Apartment House 16+,A2 Q TIPS TRUST FUND,8700 S Normandie Avenue,Los Angeles,90044
-13143928.1087267,4044462.79893492,160,Apartment House 16+,ABEL LEUNG                    ,8938   EMPEROR AVE     ,SAN GABRIEL            ,91775
-13176532.3968336,4050769.10720132,161,Apartment House 16+,AFH Property Management,10822 W Hartsook Street,North Hollywood,91601
-13179814.2276754,4049274.42959092,162,Apartment House 16+,AFH Property Management,4500 N Laurel Canyon Boulevard,Valley Village,91607
-13169103.0135909,4019912.51265507,163,Apartment House 16+,Agnes Davis,11126 S Normandie Avenue,Los Angeles,90044
-13176185.6192979,4021341.18198369,164,Apartment House 16+,ALICIA JAMES                  ,10109   BUFORD AVE     ,INGLEWOOD              ,90304
-13185321.1555228,4024660.45113187,165,Apartment House 16+,Archstone Vista Del Rey LLC,13900 Fiji Way,Marina Del Rey,90292
-13119143.827585,4043088.71572832,166,Apartment House 16+,"Arroe Plaza, KBS, LP",20644 E Arrow Highway,Covina,91724
-13198945.7518165,4034479.66278975,167,Apartment House 16+,ARTHUR GEOFFRION,18000 Coastline Drive,Malibu,90265
,,168,Apartment House 16+,ASN Marina Del Rey LLC,4151 Via Marina ,Marina Del Rey,90292
-13192778.0965378,4078186.49319325,169,Apartment House 16+,B9 ANCHOR HOLDINGS LLC,23645 Meadowridge Drive,Newhall,91321
-13192861.4008969,4078436.67747553,170,Apartment House 16+,B9 MF HOLDINGS LLC,23639 Newhall Avenue,Newhall,91321
-13161035.0125871,4056723.07646498,171,Apartment House 16+,"Benton Properties II, LP",2254 Mira Vista Avenue,Montrose,91020
-13210165.896334,4034052.07720013,172,Apartment House 16+,Beverly Hills Properties/Gene Park,22660 Pacific Coast Highway,Malibu,90265
-13176185.8241971,4021118.56047822,173,Apartment House 16+,"Buford Partners, LLC",10305 S Buford Avenue,Inglewood,90304
-13140704.0065071,4018504.68789017,174,Apartment House 16+,"c/o CANDET Properties, Inc.",11919 Inez Street,Whittier,90605
-13195367.634064,4080519.92769129,175,Apartment House 16+,CALIFORNIA PALMS,24810 Newhall Avenue,Newhall,91321
-13190661.225115,4085115.14444559,176,Apartment House 16+,Canyon Country Villas,26741 Isabella Parkway,Canyon Country,91351
-13172304.405426,4014797.86395946,177,Apartment House 16+,Circle One Capital LLC,14929 Chadron Avenue,Gardena,90249
-13172334.4302158,4014787.76051529,178,Apartment House 16+,Circle One Capital LLC,15001 Chadron Avenue,Gardena,90249
-13119701.2835805,4042992.38209048,179,Apartment House 16+,Covina Manor LP,20420 E Arrow Highway,Covina,91724
-13186059.3308475,4085326.57599551,180,Apartment House 16+,DIAMOND PARK                  ,27940   SOLAMINT ROAD    ,Canyon Country,91387
-13186059.3308475,4085326.57599551,181,Apartment House 16+,DIAMOND PARK,27940 SOLAMINT Road,Canyon Country,91387
-13121385.0084362,4042680.04198704,182,Apartment House 16+,DK APTS LLC,19531 E Cienega Avenue,Covina,91724
-13121311.3123603,4042679.85651021,183,Apartment House 16+,DK APTS LLC,19553 E Cienega Avenue,Covina,91724
-13186044.9603072,4025996.01777899,184,Apartment House 16+,DOLPHIN MARINA LTD            ,13900   PANAY WAY      ,MARINA DEL REY         ,90292
-13186044.9603072,4025996.01777899,185,Apartment House 16+,Dolphin Marina Ltd,13900 W Panay Way,Marina Del Rey,90292
-13172512.4389306,4014962.12592689,186,Apartment House 16+,Dr. Daniel Pradel,14818 Lemoli Avenue,Gardena,90249
-13136740.9951402,4043715.27102239,187,Apartment House 16+,"Dynasty Coachwork Intl, Inc",2955 S Mayflower Avenue,Arcadia,91006
-13187022.0694668,4026444.05801029,188,Apartment House 16+,EQR - 4111 South Via Marina LP,4111 Via Marina ,Marina Del Rey,90292
-13186434.1885309,4083439.33540304,189,Apartment House 16+,"EQR - The Oaks, LLC",27105 Silver Oak Lane,Canyon Country,91387
-13176971.2523386,4018936.77663583,190,Apartment House 16+,EQR Pacific Place LLC,5211 Pacific Concourse Drive,Los Angeles,90045
-13199454.1100327,4085880.55543339,191,Apartment House 16+,EQR-Essex Place Financing Limited Partnership,24905 Magic Mountain Parkway,Valencia,91355
-13197230.276517,4088938.833859,192,Apartment House 16+,Equity Residential,27800 McBean Parkway,Valencia,91354
-13196580.3122004,4084688.69243692,193,Apartment House 16+,ERP Operating,23516 Magic Mountain Parkway,Valencia,91355
-13198351.6367238,4084265.89161405,194,Apartment House 16+,ERP Operating Limited Partnership,24450 Valencia Boulevard,Valencia,91355
-13186206.6610181,4026784.42296647,195,Apartment House 16+,"ESSEX MARINA CITY CLUB, LP",4333 Admiralty Way,Marina Del Rey,90292
-13154009.8229245,4033247.55008922,196,Apartment House 16+,FELIX BARRERA                 ,4668   E 3RD ST       ,Los Angeles,90022
-13121406.2951696,4042194.73317515,197,Apartment House 16+,"Flag VII Charter Oaks, LP",19525 E Covina Boulevard,Covina,91724
-13157059.7729923,4007685.21251601,198,Apartment House 16+,Flag VII Scherer Park LP,4676 N Long Beach Boulevard,Long Beach,90805
-13147433.3381936,4051508.03190739,199,Apartment House 16+,Fujioka #1 Limited Partnership,2188 E Washington Boulevard,Pasadena,91104
-13150222.1759385,4054196.47719755,200,Apartment House 16+,GEORGE KEFALAS                ,937   E MARIPOSA      ,ALTADENA               ,91001
-13138648.5508749,4020973.32819114,201,Apartment House 16+,Geovest,14300 Mulberry Drive,Whittier,90604
-13192656.7580341,4079006.06183652,202,Apartment House 16+,ghp management,21311 Alder Drive,Newhall,91321
-13143405.6960075,4046297.47773728,203,Apartment House 16+,Global Management Resources,9128 Huntington Drive,San Gabriel,91775
-13195392.9779217,4080816.20505725,204,Apartment House 16+,Golden Oaks Apartments,24877 Walnut Street,Newhall,91321
-13186622.5055209,4025673.05589629,205,Apartment House 16+,"GS Neptune Marina Apt, LLC",14101 Marquesas Way,Marina Del Rey,90292
-13186720.9684499,4025597.76004813,206,Apartment House 16+,"GS Neptune Marina Apt, LLC",14126 Marquesas Way,Marina Del Rey,90292
-13186622.5055209,4025673.05589629,207,Apartment House 16+,GS Neptune Marina Apts LLC,14101 Marquesas Way,Marina Del Rey,90292
-13168910.0599602,4020936.43392524,208,Apartment House 16+,Hale Morris Lewis Manor LP,1307 W 105th Street,Los Angeles,90044
-13138917.8192066,4021324.10035505,209,Apartment House 16+,HAWAIIAN APARTMENTS LLC,14119 Mulberry Drive,Whittier,90605
-13145877.227514,4034797.02906887,210,Apartment House 16+,Hill Dr. 18 LLC,8140 Hill Drive,Rosemead,91770
-13161105.5727856,4057534.31994186,211,Apartment House 16+,Hillsides Villages Apartment Investors,4343 Ocean View Boulevard,Montrose,91020
-13169263.2097494,4020895.89195134,212,Apartment House 16+,IDA B PORTER                  ,1435   W 105TH ST      ,Los Angeles,90047
-13203227.3514576,4066287.8504371,213,Apartment House 16+,IMT Capital REIT VI LLC,11450 Poema Place,Chatsworth,91311
-13199464.499696,4079890.89599483,214,Apartment House 16+,IMT Capital V Stevenson Ranch LLC,25399 The Old Road,Stevenson Ranch,91381
-13203227.3514576,4066287.8504371,215,Apartment House 16+,IMT Capital VI Summerset Village LLC,11450 Poema Place,Chatsworth,91311
-13162230.917488,4018312.35916548,216,Apartment House 16+,JEFFERY HARRIS                ,1919   E 122ND ST      ,COMPTON                ,90222
