X,Y,OBJECTID,U_ID,Name,POI_type,open_,closed,Descrip,parking,restrooms,picnicking,information,wi_fi,litter_receptacle,pet_access,bench,overlook,agency,drinking_water,sup_dist,created_by,created_date,edited_by,edited_date,poi_phase,wheelchair_accessible,trail_name
6453089.64321305,1821574.0414842,5305,489,Eastern Ridge Trailhead,Trailhead,yes,no,,no,no,no,no,,no,,no,no,MRCA/SMMC,no,District 2,DPR_Admin,2022/01/11 17:59:27.987+00,DPR_Admin,2022/01/11 17:59:27.987+00,Existing,,Park to Playa Trail
6453114.90961953,1821434.20468419,5306,490,Park to Playa Trailhead at S La Brea Ave,Trailhead,yes,no,,no,no,no,no,,no,,no,no,MRCA/SMMC,no,District 2,DPR_Admin,2022/01/11 17:59:27.987+00,DPR_Admin,2022/01/11 17:59:27.987+00,Existing,,Stocker Connector
6453313.81944068,1821367.62659893,5307,491,Park to Playa Trailhead at Overhill Dr,Trailhead,yes,no,,no,no,no,no,,no,,no,no,MRCA/SMMC,no,District 2,DPR_Admin,2022/01/11 17:59:27.987+00,DPR_Admin,2022/01/11 17:59:27.987+00,Existing,,Stocker Connector
6456403.01476792,1824217.9581481,5308,492,Park to Playa Trailhead at Valley Ridge Ave,Trailhead,yes,no,,no,no,no,no,,no,,no,no,MRCA/SMMC,no,District 2,DPR_Admin,2022/01/11 17:59:27.987+00,DPR_Admin,2022/01/11 17:59:27.987+00,Existing,,Stocker Corridor
6445905.52900855,1828428.05036944,5309,493,Park to Playa Trailhead at Wrightcrest Dr,Trailhead,yes,no,,yes,no,no,no,,no,,no,no,MRCA/SMMC,no,District 2,DPR_Admin,2022/01/11 17:59:27.987+00,DPR_Admin,2022/01/11 17:59:27.987+00,Existing,,Unnamed Trail No. 20
6444649.56162197,1828153.3565892,5310,494,Park to Playa Trailhead,Trailhead,yes,no,,yes,no,no,no,,no,,no,no,MRCA/SMMC,no,District 2,DPR_Admin,2022/01/11 17:59:27.987+00,DPR_Admin,2022/01/11 17:59:27.987+00,Existing,,Park to Playa Trail
6439998.79987838,1822588.27363753,5311,495,Ballona Creek Bike Path Trailhead at Sepulveda Blvd,Trailhead,yes,no,,no,no,no,no,,no,,no,no,MRCA/SMMC,no,District 2,DPR_Admin,2022/01/11 17:59:27.987+00,DPR_Admin,2022/01/11 17:59:27.987+00,Existing,,Ballona Creek Bike Path
6433488.62160479,1816105.06830634,5312,496,Ballona Creek Bike Path Trailhead at McConnell Ave,Trailhead,yes,no,,no,no,no,no,,no,,no,no,MRCA/SMMC,no,District 2,DPR_Admin,2022/01/11 17:59:27.987+00,DPR_Admin,2022/01/11 17:59:27.987+00,Existing,,Ballona Creek Bike Path
6430813.2107556,1813911.91796946,5313,497,Ballona Creek Bike Path Trailhead at Culver Blvd,Trailhead,yes,no,,no,no,no,no,,no,,no,no,MRCA/SMMC,no,District 2,DPR_Admin,2022/01/11 17:59:27.987+00,DPR_Admin,2022/01/11 17:59:27.987+00,Existing,,Ballona Creek Bike Path
6426894.39801276,1811283.56627095,5314,498,Ballona Creek Bike Path Trailhead at Fiji Wy,Trailhead,yes,no,,no,no,no,no,,no,,no,no,MRCA/SMMC,no,District 2,DPR_Admin,2022/01/11 17:59:27.987+00,DPR_Admin,2022/01/11 17:59:27.987+00,Existing,,Ballona Creek Bike Path
6638691.83316962,1877738.5112103,5315,499,Stephens Ranch Spur Trailhead,Trailhead,yes,no,,yes,no,no,no,,no,,no,no,LACODPR,no,District 5,DPR_Admin,2022/01/11 17:59:27.987+00,DPR_Admin,2022/01/11 17:59:27.987+00,Existing,,Stephens Ranch Spur Trail
6630178.83953448,1866785.13156398,5316,500,Marshall Canyon Trailhead at Baseline Rd,Trailhead,yes,no,,no,no,no,no,,no,,no,no,LACODPR,no,District 5,DPR_Admin,2022/01/11 17:59:27.987+00,DPR_Admin,2022/01/11 17:59:27.987+00,Existing,,Marshall Canyon Trail
6630155.77169091,1866676.87217462,5317,501,Marshall Canyon Trailhead at Baseline Rd,Trailhead,yes,no,,no,no,no,no,,no,,no,no,LACODPR,no,District 5,DPR_Admin,2022/01/11 17:59:27.987+00,DPR_Admin,2022/01/11 17:59:27.987+00,Existing,,Marshall Canyon Trail
6630918.82854532,1868540.97015324,5318,502,Marshall Canyon Trailhead at Lemonwood St,Trailhead,yes,no,,no,no,no,no,,no,,no,no,LACODPR,no,District 5,DPR_Admin,2022/01/11 17:59:27.987+00,DPR_Admin,2022/01/11 17:59:27.987+00,Existing,,Marshall Canyon Trail
6630911.58671678,1868494.77593112,5319,503,Marshall Canyon Trailhead at Lemonwood St,Trailhead,yes,no,,no,no,no,no,,no,,no,no,LACODPR,no,District 5,DPR_Admin,2022/01/11 17:59:27.987+00,DPR_Admin,2022/01/11 17:59:27.987+00,Existing,,Marshall Canyon Trail
6630901.39195838,1869190.84615976,5320,504,Marshall Canyon Trailhead at Orangewood St,Trailhead,yes,no,,no,no,no,no,,no,,no,no,LACODPR,no,District 5,DPR_Admin,2022/01/11 17:59:27.987+00,DPR_Admin,2022/01/11 17:59:27.987+00,Existing,,Marshall Canyon Trail
6630911.53552181,1869115.56376647,5321,505,Marshall Canyon Trailhead at Orangewood St,Trailhead,yes,no,,no,no,no,no,,no,,no,no,LACODPR,no,District 5,DPR_Admin,2022/01/11 17:59:27.987+00,DPR_Admin,2022/01/11 17:59:27.987+00,Existing,,Marshall Canyon Trail
6628004.34515868,1859368.31591778,5322,506,Marshall Canyon Trailhead,Trailhead,yes,no,,no,no,no,no,,no,,no,no,LACODPR,no,District 1,DPR_Admin,2022/01/11 17:59:27.987+00,DPR_Admin,2022/01/11 17:59:27.987+00,Existing,,Marshall Canyon Trail
6640421.98582458,1877817.87644521,5323,507,Marshall Canyon Trailhead at Stephens Ranch Rd,Trailhead,yes,no,,yes,no,no,no,,no,,no,no,LACODPR,no,District 5,DPR_Admin,2022/01/11 17:59:27.987+00,DPR_Admin,2022/01/11 17:59:27.987+00,Existing,,Marshall Canyon Trail
6638721.41796822,1877758.45251953,5324,508,Stephens Ranch Spur Trailhead,Trailhead,yes,no,,yes,no,no,no,,no,,no,no,LACODPR,no,District 5,DPR_Admin,2022/01/11 17:59:27.987+00,DPR_Admin,2022/01/11 17:59:27.987+00,Existing,,Stephens Ranch Spur Trail
6526934.37699323,2018579.73030593,5325,509,Palmdale Hills Trailhead at Courson Ranch Rd,Trailhead,yes,no,,yes,no,no,no,,no,,no,no,LACODPR,no,District 5,DPR_Admin,2022/01/11 17:59:27.987+00,DPR_Admin,2022/01/11 17:59:27.987+00,Existing,,Palmdale Hills Trail
6501662.21047917,1994155.50417953,5326,510,Acton Park Trailhead at Syracuse Ave,Trailhead,yes,no,,yes,no,no,no,,no,,no,no,LACODPR,no,District 5,DPR_Admin,2022/01/11 17:59:27.987+00,DPR_Admin,2022/01/11 17:59:27.987+00,Existing,,Darrell Readmond Trail
6501788.3434189,1994159.63041932,5327,511,Acton Park Trailhead at Syracuse Ave,Trailhead,yes,no,,yes,no,no,no,,no,,no,no,LACODPR,no,District 5,DPR_Admin,2022/01/11 17:59:27.987+00,DPR_Admin,2022/01/11 17:59:27.987+00,Existing,,Darrell Readmond Trail
6502174.95047417,1994671.72994481,5328,512,Darrell Readmond Trailhead at Crown Valley Rd,Trailhead,yes,no,,no,no,no,no,,no,,no,no,LACODPR,no,District 5,DPR_Admin,2022/01/11 17:59:27.987+00,DPR_Admin,2022/01/11 17:59:27.987+00,Existing,,Darrell Readmond Trail
6501538.48754543,1994142.7720072,5329,513,Darrell Readmond Trailhead at Syracuse Ave,Trailhead,yes,no,,yes,no,no,no,,no,,no,no,LACODPR,no,District 5,DPR_Admin,2022/01/11 17:59:27.987+00,DPR_Admin,2022/01/11 17:59:27.987+00,Existing,,Darrell Readmond Trail
6393140.29824163,1988111.65051432,5330,514,Cliffie Stone Trailhead at Village Cir,Trailhead,yes,no,,yes,no,no,no,,no,,no,no,LACODPR,no,District 5,DPR_Admin,2022/01/11 17:59:27.987+00,DPR_Admin,2022/01/11 17:59:27.987+00,Existing,,Cliffie Stone Trail
6394639.53470981,1990975.25052637,5331,515,Cliffie Stone Trailhead at Brescia Dr,Trailhead,yes,no,,no,no,no,no,,no,,no,no,LACODPR,no,District 5,DPR_Admin,2022/01/11 17:59:27.987+00,DPR_Admin,2022/01/11 17:59:27.987+00,Existing,,Cliffie Stone Trail
6394827.53913944,1993030.8283705,5332,516,Cliffie Stone Trailhead at Avenue Rancho Tesoro,Trailhead,yes,no,,no,no,no,no,,no,,no,no,LACODPR,no,District 5,DPR_Admin,2022/01/11 17:59:27.987+00,DPR_Admin,2022/01/11 17:59:27.987+00,Existing,,Cliffie Stone Trail
6514794.75540856,2006960.14886847,5333,517,Vasquez Loop Trailhead at Katrina St,Trailhead,yes,no,,no,no,no,no,,no,,no,no,LACODPR,no,District 5,DPR_Admin,2022/01/11 17:59:27.987+00,DPR_Admin,2022/01/11 17:59:27.987+00,Existing,,Vasquez Loop Trail
6514972.9502913,2007974.5929256,5334,518,Vasquez Loop Trailhead at Athena St,Trailhead,yes,no,,no,no,no,no,,no,,no,no,LACODPR,no,District 5,DPR_Admin,2022/01/11 17:59:27.987+00,DPR_Admin,2022/01/11 17:59:27.987+00,Existing,,Vasquez Loop Trail
6392451.54408923,1983704.94293812,5335,519,Cliffie Stone Trailhead at Dickason Dr,Trailhead,yes,no,,no,no,no,no,,no,,no,no,LACODPR,no,District 5,DPR_Admin,2022/01/11 17:59:27.987+00,DPR_Admin,2022/01/11 17:59:27.987+00,Existing,,Cliffie Stone Trail
6368434.53731715,1989227.86294589,5336,520,Hasley Canyon Trailhead at Del Valle Rd,Trailhead,yes,no,,no,no,no,no,,no,,no,no,LACODPR,no,District 5,DPR_Admin,2022/01/11 17:59:27.987+00,DPR_Admin,2022/01/11 17:59:27.987+00,Existing,,Hasley Canyon Trail
6420017.1592609,1959789.56552448,5337,521,Placerita Canyon Natural Area and Nature Center Trailhead,Trailhead,yes,no,,yes,no,no,no,,no,,no,no,LACODPR,no,District 5,DPR_Admin,2022/01/11 17:59:27.987+00,DPR_Admin,2022/01/11 17:59:27.987+00,Existing,,Hillside Trail
6419460.72139303,1959795.58373327,5338,522,Placerita Canyon Natural Area and Nature Center Trailhead at Placerita Canyon Rd,Trailhead,yes,no,,yes,no,no,no,,no,,no,no,LACODPR,no,District 5,DPR_Admin,2022/01/11 17:59:27.987+00,DPR_Admin,2022/01/11 17:59:27.987+00,Existing,,Hillside Trail
6372767.59557429,1985937.22449616,5339,523,Hasley Canyon Trailhead at Commerce Center Dr,Trailhead,yes,no,,no,no,no,no,,no,,no,no,LACODPR,no,District 5,DPR_Admin,2022/01/11 17:59:27.987+00,DPR_Admin,2022/01/11 17:59:27.987+00,Existing,,Hasley Canyon Trail
6420577.32316029,1960037.55447469,5340,524,Placerita Canyon Natural Area and Nature Center Trailhead,Trailhead,yes,no,,yes,no,no,no,,no,,no,no,LACODPR,no,District 5,DPR_Admin,2022/01/11 17:59:27.987+00,DPR_Admin,2022/01/11 17:59:27.987+00,Existing,,Manzanita Mountain Trail
6396852.24382661,1992695.49575808,5341,525,North Park Trailhead at San Francisquito Canyon Rd,Trailhead,yes,no,,no,no,no,no,,no,,no,no,LACODPR,no,District 5,DPR_Admin,2022/01/11 17:59:27.987+00,DPR_Admin,2022/01/11 17:59:27.987+00,Existing,,North Park Trail
6430066.41108908,1969056.38925637,5342,526,Fair Oaks Trailhead,Trailhead,yes,no,,no,no,no,no,,no,,no,no,LACODPR,no,District 5,DPR_Admin,2022/01/11 17:59:27.987+00,DPR_Admin,2022/01/11 17:59:27.987+00,Existing,,Fair Oaks Trail
6432419.01571693,1972844.40989167,5343,527,Fair Oaks Trailhead,Trailhead,yes,no,,no,no,no,no,,no,,no,no,LACODPR,no,District 5,DPR_Admin,2022/01/11 17:59:27.987+00,DPR_Admin,2022/01/11 17:59:27.987+00,Existing,,Fair Oaks Trail
6385558.13729202,1960812.25071761,5344,528,Pico Canyon Trailhead at Pico Canyon Rd,Trailhead,yes,no,,yes,no,no,no,,no,,no,no,LACODPR,no,District 5,DPR_Admin,2022/01/11 17:59:27.987+00,DPR_Admin,2022/01/11 17:59:27.987+00,Existing,,Pico Canyon Trail
6397640.33822952,1992567.82307753,5345,529,North Park Trailhead at San Francisquito Canyon Rd,Trailhead,yes,no,,no,no,no,no,,no,,no,no,LACODPR,no,District 5,DPR_Admin,2022/01/11 17:59:27.987+00,DPR_Admin,2022/01/11 17:59:27.987+00,Existing,,North Park Trail
6427647.18000389,1959503.05832224,5346,530,Placerita Canyon Natural Area and Nature Center Trailhead,Trailhead,yes,no,,yes,no,no,no,,no,,no,no,LACODPR,yes,District 5,DPR_Admin,2022/01/11 17:59:27.987+00,DPR_Admin,2022/01/11 17:59:27.987+00,Existing,,Canyon Trail
6427832.38835781,1940856.66406531,5347,531,Los Pinetos Trailhead at Olive View Dr,Trailhead,yes,no,,no,no,no,no,,no,,no,no,LACODPR,no,District 3,DPR_Admin,2022/01/11 17:59:27.987+00,DPR_Admin,2022/01/11 17:59:27.987+00,Existing,,Los Pinetos Trail
6423385.47639115,1940650.62713159,5348,532,Los Pinetos Trailhead at Olive View Dr,Trailhead,yes,no,,no,no,no,no,,no,,no,no,LACODPR,no,District 3,DPR_Admin,2022/01/11 17:59:27.987+00,DPR_Admin,2022/01/11 17:59:27.987+00,Existing,,Los Pinetos Trail
6498179.70766125,1898804.29439216,5349,533,La Canada Open Space Trailhead at Indiana Ave,Trailhead,yes,no,,no,no,no,no,,no,,no,no,LACODPR,no,District 5,DPR_Admin,2022/01/11 17:59:27.987+00,DPR_Admin,2022/01/11 17:59:27.987+00,Existing,,La Canada Open Space Trail
6498547.8219254,1902860.70935719,5350,534,La Canada Open Space Trailhead at El Vago St,Trailhead,yes,no,,no,no,no,no,,no,,no,no,LACODPR,no,District 5,DPR_Admin,2022/01/11 17:59:27.987+00,DPR_Admin,2022/01/11 17:59:27.987+00,Existing,,La Canada Open Space Trail
6498595.23436498,1902909.79127123,5351,535,La Canada Open Space Trailhead,Trailhead,yes,no,,no,no,no,no,,no,,no,no,LACODPR,no,District 5,DPR_Admin,2022/01/11 17:59:27.987+00,DPR_Admin,2022/01/11 17:59:27.987+00,Existing,,La Canada Open Space Trail
6502912.62292218,1900875.47290829,5352,537,Gould Canyon Trailhead,Trailhead,yes,no,,no,no,no,no,,no,,no,no,LACODPR,no,District 5,DPR_Admin,2022/01/11 17:59:27.987+00,DPR_Admin,2022/01/11 17:59:27.987+00,Existing,,Gould Canyon Trail
6505823.57618589,1897424.14702366,5353,538,Gould Canyon Trailhead at Canon De Paraiso Ln,Trailhead,yes,no,,no,no,no,no,,no,,no,no,LACODPR,no,District 5,DPR_Admin,2022/01/11 17:59:27.987+00,DPR_Admin,2022/01/11 17:59:27.987+00,Existing,,Gould Canyon Trail
6506580.06160558,1896855.83423666,5354,539,Gould Canyon Trailhead at Alminar Ave,Trailhead,yes,no,,no,no,no,no,,no,,no,no,LACODPR,no,District 5,DPR_Admin,2022/01/11 17:59:27.987+00,DPR_Admin,2022/01/11 17:59:27.987+00,Existing,,Gould Canyon Trail
6507779.17928297,1893174.92988009,5355,540,Gould Canyon Trailhead at Foothill Blvd,Trailhead,yes,no,,no,no,no,no,,no,,no,no,LACODPR,no,District 5,DPR_Admin,2022/01/11 17:59:27.987+00,DPR_Admin,2022/01/11 17:59:27.987+00,Existing,,Gould Canyon Trail
6532581.29868041,1886582.73554264,5356,541,Eaton Canyon Natural Area and Nature Center Trailhead at Veranada Ave,Trailhead,yes,no,,yes,no,no,no,,no,,no,no,LACODPR,no,District 5,DPR_Admin,2022/01/11 17:59:27.987+00,DPR_Admin,2022/01/11 17:59:27.987+00,Existing,,Eaton Canyon Trail
6428121.6991299,1960265.66606182,5357,542,Placerita Canyon Natural Area and Nature Center Trailhead at Placerita Canyon Rd,Trailhead,yes,no,,yes,no,no,no,,no,,no,no,LACODPR,no,District 5,DPR_Admin,2022/01/11 17:59:27.987+00,DPR_Admin,2022/01/11 17:59:27.987+00,Existing,,Los Pinetos Trail
6426682.79942283,1942433.14092505,5358,543,Los Pinetos Trailhead at Sycamore Ave,Trailhead,yes,no,,no,no,no,no,,no,,no,no,LACODPR,no,District 3,DPR_Admin,2022/01/11 17:59:27.987+00,DPR_Admin,2022/01/11 17:59:27.987+00,Existing,,Los Pinetos Trail
6532492.30449272,1887443.59137643,5359,544,Eaton Canyon Natural Area and Nature Center Trailhead at Veranada Ave,Trailhead,yes,no,,yes,no,no,no,,no,,no,no,LACODPR,no,District 5,DPR_Admin,2022/01/11 17:59:27.987+00,DPR_Admin,2022/01/11 17:59:27.987+00,Existing,,Eaton Canyon Trail
6502380.95773767,1903792.01511715,5360,545,La Canada Open Space Trailhead at Harter Ln,Trailhead,yes,no,,yes,no,no,no,,no,,no,no,LACODPR,no,District 5,DPR_Admin,2022/01/11 17:59:27.987+00,DPR_Admin,2022/01/11 17:59:27.987+00,Existing,,La Canada Open Space Trail
6524250.69947285,1895209.89987756,5361,546,Altadena Crest Trailhead at Rubio Canyon Rd,Trailhead,yes,no,,no,no,no,no,,no,,no,no,LACODPR,no,District 5,DPR_Admin,2022/01/11 17:59:27.987+00,DPR_Admin,2022/01/11 17:59:27.987+00,Existing,,Altadena Crest Trail
6520702.1195716,1897675.76536389,5362,547,Altadena Crest Trailhead at Canon Blvd,Trailhead,yes,no,,no,no,no,no,,no,,no,no,LACODPR,no,District 5,DPR_Admin,2022/01/11 17:59:27.987+00,DPR_Admin,2022/01/11 17:59:27.987+00,Existing,,Altadena Crest Trail
6514599.73929824,1896012.73105239,5363,548,Altadena Crest Trail Connector Trailhead at W Loma Alta Dr,Trailhead,yes,no,,yes,no,no,no,,no,,no,no,LACODPR,no,District 5,DPR_Admin,2022/01/11 17:59:27.987+00,DPR_Admin,2022/01/11 17:59:27.987+00,Existing,,Altadena Crest Trail Connector
6501043.47714348,1893007.94028949,5364,549,Flint Wash Trailhead at Chevy Chase Dr,Trailhead,yes,no,,no,no,no,no,,no,,no,no,LACODPR,no,District 5,DPR_Admin,2022/01/11 17:59:27.987+00,DPR_Admin,2022/01/11 17:59:27.987+00,Existing,,Flint Canyon Trail
6503795.71443205,1892963.36493728,5365,550,Flint Wash Trailhead at Woodleigh Ln,Trailhead,yes,no,,no,no,no,no,,no,,no,no,LACODPR,no,District 5,DPR_Admin,2022/01/11 17:59:27.987+00,DPR_Admin,2022/01/11 17:59:27.987+00,Existing,,Flint Canyon Trail
6504956.79530225,1892625.31520217,5366,552,Flint Wash Trailhead at Woodfield Rd,Trailhead,yes,no,,no,no,no,no,,no,,no,no,LACODPR,no,District 5,DPR_Admin,2022/01/11 17:59:27.987+00,DPR_Admin,2022/01/11 17:59:27.987+00,Existing,,Flint Canyon Trail
6503107.76673115,1893361.20295353,5367,553,Flint Wash Trailhead at Oakwood Ave,Trailhead,yes,no,,no,no,no,no,,no,,no,no,LACODPR,no,District 5,DPR_Admin,2022/01/11 17:59:27.987+00,DPR_Admin,2022/01/11 17:59:27.987+00,Existing,,Flint Canyon Trail
6537458.79392501,1883673.64511435,5368,554,Eaton Canyon Golf Course Trailhead at Sierra Madre Villa Ave,Trailhead,yes,no,,yes,no,no,no,,no,,no,no,LACODPR,no,District 5,DPR_Admin,2022/01/11 17:59:27.987+00,DPR_Admin,2022/01/11 17:59:27.987+00,Existing,,Hastings Debris Basin Trail
6537825.17095892,1885023.3196677,5369,555,Hastings Debris Basin Trailhead at Old House Rd,Trailhead,yes,no,,no,no,no,no,,no,,no,no,LACODPR,no,District 5,DPR_Admin,2022/01/11 17:59:27.987+00,DPR_Admin,2022/01/11 17:59:27.987+00,Existing,,Hastings Debris Basin Trail
6514400.59951527,1896847.51841568,5370,556,Altadena Crest Trailhead at N Sunset Ridge Rd,Trailhead,yes,no,,no,no,no,no,,no,,no,no,LACODPR,no,District 5,DPR_Admin,2022/01/11 17:59:27.987+00,DPR_Admin,2022/01/11 17:59:27.987+00,Existing,,Altadena Crest Trail
6517920.89429447,1898428.19407696,5371,557,Altadena Crest Trailhead at Alzada Dr,Trailhead,yes,no,,no,no,no,no,,no,,no,no,LACODPR,no,District 5,DPR_Admin,2022/01/11 17:59:27.987+00,DPR_Admin,2022/01/11 17:59:27.987+00,Existing,,Altadena Crest Trail
6525353.39910208,1894230.66863844,5372,558,Altadena Crest Trailhead,Trailhead,yes,no,,no,no,no,no,,no,,no,no,LACODPR,no,District 5,DPR_Admin,2022/01/11 17:59:27.987+00,DPR_Admin,2022/01/11 17:59:27.987+00,Existing,,Altadena Crest Trail
6513904.93435829,1896517.83852893,5373,559,Loma Alta Park Trailhead at N Sunset Ridge Rd,Trailhead,yes,no,,yes,no,no,no,,no,,no,no,LACODPR,no,District 5,DPR_Admin,2022/01/11 17:59:27.987+00,DPR_Admin,2022/01/11 17:59:27.987+00,Existing,,Altadena Crest Trail
6506406.8794158,1893954.77797369,5374,560,Horse Lane Trailhead at E Foothill Blvd,Trailhead,yes,no,,no,no,no,no,,no,,no,no,LACODPR,no,District 5,DPR_Admin,2022/01/11 17:59:27.987+00,DPR_Admin,2022/01/11 17:59:27.987+00,Existing,,Horse Lane Trail
6502455.84487371,1893529.71133925,5375,561,Flint Wash Trailhead at Commonwealth Ave,Trailhead,yes,no,,no,no,no,no,,no,,no,no,LACODPR,no,District 5,DPR_Admin,2022/01/11 17:59:27.987+00,DPR_Admin,2022/01/11 17:59:27.987+00,Existing,,Flint Canyon Trail
6501711.2253399,1893638.46807956,5376,562,Flint Wash Trailhead at Beulah Dr,Trailhead,yes,no,,no,no,no,no,,no,,no,no,LACODPR,no,District 5,DPR_Admin,2022/01/11 17:59:27.987+00,DPR_Admin,2022/01/11 17:59:27.987+00,Existing,,Flint Canyon Trail
6500195.62559574,1892981.2275876,5377,563,Flint Wash Trailhead at Hampstead Rd,Trailhead,yes,no,,yes,no,no,no,,no,,no,no,LACODPR,no,District 5,DPR_Admin,2022/01/11 17:59:27.987+00,DPR_Admin,2022/01/11 17:59:27.987+00,Existing,,Flint Canyon Trail
6501532.18145637,1893453.23809194,5378,564,Flint Wash Trailhead at Berkshire Ave,Trailhead,yes,no,,no,no,no,no,,no,,no,no,LACODPR,no,District 5,DPR_Admin,2022/01/11 17:59:27.987+00,DPR_Admin,2022/01/11 17:59:27.987+00,Existing,,Flint Canyon Trail
6503101.42425987,1893363.23746998,5379,565,Flint Wash Trailhead at Oakwood Ave,Trailhead,yes,no,,no,no,no,no,,no,,no,no,LACODPR,no,District 5,DPR_Admin,2022/01/11 17:59:27.987+00,DPR_Admin,2022/01/11 17:59:27.987+00,Existing,,Flint Canyon Trail
6553808.82340058,1875409.71817206,5380,566,Santa Anita Wash Trailhead at E Colorado Blvd,Trailhead,yes,no,,no,no,no,no,,no,,no,no,LACODPR,no,District 5,DPR_Admin,2022/01/11 17:59:27.987+00,DPR_Admin,2022/01/11 17:59:27.987+00,Existing,,Santa Anita Wash Trail
6554691.46256347,1874293.27217936,5381,567,Santa Anita Wash Trailhead at E Santa Clara St,Trailhead,yes,no,,no,no,no,no,,no,,no,no,LACODPR,no,District 5,DPR_Admin,2022/01/11 17:59:27.987+00,DPR_Admin,2022/01/11 17:59:27.987+00,Existing,,Santa Anita Wash Trail
6554820.85705337,1874100.17280429,5382,568,Santa Anita Wash Trailhead at E Santa Clara St,Trailhead,yes,no,,no,no,no,no,,no,,no,no,LACODPR,no,District 5,DPR_Admin,2022/01/11 17:59:27.987+00,DPR_Admin,2022/01/11 17:59:27.987+00,Existing,,Santa Anita Wash Trail
6555720.64664505,1873116.67904373,5383,569,Santa Anita Wash Trailhead at S 5th Ave,Trailhead,yes,no,,no,no,no,no,,no,,no,no,LACODPR,no,District 5,DPR_Admin,2022/01/11 17:59:27.987+00,DPR_Admin,2022/01/11 17:59:27.987+00,Existing,,Santa Anita Wash Trail
6557336.97119411,1870503.79386797,5384,570,Santa Anita Wash Trailhead at W Duarte Rd,Trailhead,yes,no,,no,no,no,no,,no,,no,no,LACODPR,no,District 5,DPR_Admin,2022/01/11 17:59:27.987+00,DPR_Admin,2022/01/11 17:59:27.987+00,Existing,,Santa Anita Wash Trail
6557374.68556821,1870321.72631097,5385,571,Santa Anita Wash Trailhead at W Duarte Rd,Trailhead,yes,no,,no,no,no,no,,no,,no,no,LACODPR,no,District 5,DPR_Admin,2022/01/11 17:59:27.987+00,DPR_Admin,2022/01/11 17:59:27.987+00,Existing,,Santa Anita Wash Trail
6557165.52557568,1865443.76661958,5386,572,Santa Anita Wash Trailhead at Tulip Ln,Trailhead,yes,no,,no,no,no,no,,no,,no,no,LACODPR,no,District 5,DPR_Admin,2022/01/11 17:59:27.987+00,DPR_Admin,2022/01/11 17:59:27.987+00,Existing,,Santa Anita Wash Trail
6556864.20273969,1863977.95258509,5387,573,Santa Anita Wash Trailhead at E Longden Ave,Trailhead,yes,no,,no,no,no,no,,no,,no,no,LACODPR,no,District 5,DPR_Admin,2022/01/11 17:59:27.987+00,DPR_Admin,2022/01/11 17:59:27.987+00,Existing,,Santa Anita Wash Trail
6556564.80820714,1862014.14999464,5388,574,Santa Anita Wash Trailhead at E Live Oak Ave,Trailhead,yes,no,,no,no,no,no,,no,,no,no,LACODPR,no,District 5,DPR_Admin,2022/01/11 17:59:27.987+00,DPR_Admin,2022/01/11 17:59:27.987+00,Existing,,Santa Anita Wash Trail
6556714.82865836,1861036.03913459,5389,575,Santa Anita Wash Trailhead at Daines Dr,Trailhead,yes,no,,no,no,no,no,,no,,no,no,LACODPR,no,District 5,DPR_Admin,2022/01/11 17:59:27.987+00,DPR_Admin,2022/01/11 17:59:27.987+00,Existing,,Santa Anita Wash Trail
6556718.58051168,1861013.58692343,5390,576,Santa Anita Wash Trailhead at Daines Dr,Trailhead,yes,no,,no,no,no,no,,no,,no,no,LACODPR,no,District 5,DPR_Admin,2022/01/11 17:59:27.987+00,DPR_Admin,2022/01/11 17:59:27.987+00,Existing,,Santa Anita Wash Trail
6553742.21874475,1875770.8923838,5391,577,Santa Anita Wash Trailhead at Newman Ave,Trailhead,yes,no,,no,no,no,no,,no,,no,no,LACODPR,no,District 5,DPR_Admin,2022/01/11 17:59:27.987+00,DPR_Admin,2022/01/11 17:59:27.987+00,Existing,,Santa Anita Wash Trail
6553269.12535777,1877185.30930478,5392,578,Santa Anita Wash Trailhead at E Foothill Blvd,Trailhead,yes,no,,no,no,no,no,,no,,no,no,LACODPR,no,District 5,DPR_Admin,2022/01/11 17:59:27.987+00,DPR_Admin,2022/01/11 17:59:27.987+00,Existing,,Santa Anita Wash Trail
6609674.74347924,1854358.00560296,5393,579,Antonovich Trailhead,Trailhead,yes,no,,no,no,no,no,,no,,no,no,LACODPR,no,District 5,DPR_Admin,2022/01/11 17:59:27.987+00,DPR_Admin,2022/01/11 17:59:27.987+00,Existing,,Antonovich Trail
6609563.39769642,1854353.00860106,5394,580,Antonovich Trailhead,Trailhead,yes,no,,no,no,no,no,,no,,no,no,LACODPR,no,District 5,DPR_Admin,2022/01/11 17:59:27.987+00,DPR_Admin,2022/01/11 17:59:27.987+00,Existing,,Antonovich Trail
6606643.51475643,1852487.3948906,5395,581,Antonovich Connector Trailhead at E Puente St,Trailhead,yes,no,,no,no,no,no,,no,,no,no,LACODPR,no,District 1,DPR_Admin,2022/01/11 17:59:27.987+00,DPR_Admin,2022/01/11 17:59:27.987+00,Existing,,Antonovich Connector Trail
6606001.33061061,1852405.11234615,5396,582,Walnut Creek Community Regional Park Trailhead at E Puente St,Trailhead,yes,no,,no,no,no,no,,no,,no,no,LACODPR,no,District 1,DPR_Admin,2022/01/11 17:59:27.987+00,DPR_Admin,2022/01/11 17:59:27.987+00,Existing,,Antonovich Trail
